Iteracion,TamanoPareto,PoblacionUnica,DiversidadRutas,MejorLatencia,MejorPerdida,MejorJitter,MejorAnchoBanda,PromedioIntentosSinMejora
46,17,30,0.9468071777286294,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,2.3333333333333335
47,17,30,0.9375343972768347,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,1.8666666666666667
48,17,30,0.9344081236160753,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,2.433333333333333
49,17,30,0.9387797565232346,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,3.033333333333333
50,17,30,0.9349616644238368,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,3.0
51,17,30,0.9447983348124298,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,3.566666666666667
52,17,30,0.9438500533416152,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,4.033333333333333
53,17,30,0.9474866798712285,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,5.066666666666666
54,17,30,0.9447132553059348,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,4.866666666666666
55,17,30,0.9408685197241484,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,4.333333333333333
56,17,30,0.9416731655423061,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,4.6
57,17,30,0.9361426571937776,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,5.3
58,17,30,0.9325951150829656,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,6.466666666666667
59,17,30,0.9411958402945153,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,3.533333333333333
60,17,30,0.9434094894880097,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,3.466666666666667
61,17,30,0.9368316417123399,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,3.3333333333333335
62,17,30,0.9316746128441451,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,3.2
63,17,30,0.9368546116055174,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,2.533333333333333
64,17,30,0.9381939417880184,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,3.3666666666666667
65,17,30,0.9421495927739665,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,4.033333333333333
66,17,30,0.9424892450811573,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,5.2
67,17,30,0.9414358466149692,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,5.466666666666667
68,17,30,0.9408118756768465,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,3.5
